Date,COURS_CLOTURE,COURS_AJUSTE,EVOLUTION,QUANTITE_ECHANGE,VOLUME
2018-3-9,302.9,302.9,0.97,76250,22960510.9
2018-3-8,300,300,-0.1,44968,13503334.25
2018-3-7,300.3,300.3,0.1,252274,75743913.5
2018-3-6,300,300,0,65979,19787625.75
2018-3-5,300,300,0,4896,1459210.95
2018-3-2,300,300,0.33,37389,11203336.9
2018-3-1,299,299,0.49,3294,983105.05
2018-2-28,297.55,297.55,-0.15,10190,3032301.35
2018-2-27,298,298,-0.67,40360,12022184.9
2018-2-26,300,300,-0.99,9680,2904572.8
2018-2-23,303,303,0,19734,5977870.8
2018-2-22,303,303,0.58,12168,3680057.5
2018-2-21,301.25,301.25,-0.26,4442,1338157.35
2018-2-20,302.05,302.05,0.03,32806,9945646.45
2018-2-19,301.95,301.95,-0.02,8306,2497721.4
2018-2-16,302,302,-0.66,57666,17585548.25
2018-2-15,304,304,2.29,43878,13223537.55
