Date,COURS_CLOTURE,COURS_AJUSTE,EVOLUTION,QUANTITE_ECHANGE,VOLUME
2018-4-19,285,285,0,0,0
2018-4-18,285,285,0,6,1710
2018-4-17,285,285,0,0,0
2018-4-16,285,285,1.06,6,1655
2018-4-13,282,282,0,233,65282
2018-4-12,282,282,-2.42,81,22330
2018-4-11,289,289,3.21,10,2886
2018-4-10,280,280,-0.71,416,116661.3
2018-4-9,282,282,-0.42,146,41190.45
2018-4-6,283.2,283.2,-0.53,42,11883.2
2018-4-5,284.7,284.7,0.28,333,94611.2
2018-4-4,283.9,283.9,0,54,15159
2018-4-3,283.9,283.9,0,517,146327.2
2018-4-2,283.9,283.9,0,0,0
2018-3-30,283.9,283.9,1.03,37,10384.3
2018-3-29,281,281,-1.23,5,1405
2018-3-28,284.5,284.5,0.89,37,10423
2018-3-27,282,282,-2.76,225,63896
2018-3-26,290,290,0.35,20,5793.4
2018-3-23,289,289,0,0,0
2018-3-22,289,289,-0.24,112,32358
2018-3-21,289.7,289.7,0,0,0
2018-3-20,289.7,289.7,0.28,1221,335562.45
2018-3-19,288.9,288.9,0,0,0
2018-3-16,288.9,288.9,-2.07,300,82570.4
2018-3-15,295,295,0,16,4720
2018-3-14,295,295,1.72,152,44310.5
2018-3-13,290,290,1.05,154,44432
2018-3-12,287,287,-1.07,204,58553.4
2018-3-9,290.1,290.1,-2.32,5018,1455716.4
2018-3-8,297,297,-0.13,40,11628
2018-3-7,297.4,297.4,2.55,5,1487
2018-3-6,290,290,0,0,0
2018-3-5,290,290,-1.69,1,290
2018-3-2,295,295,-0.99,37,10786.35
2018-3-1,297.95,297.95,0,0,0
2018-2-28,297.95,297.95,0.02,56,16677.8
2018-2-27,297.9,297.9,2,59,17008.95
2018-2-26,292.05,292.05,-1.83,537,156851
2018-2-23,297.5,297.5,2.23,5,1487.5
2018-2-22,291,291,0,55,16037.5
2018-2-21,291,291,-0.68,226,65931.25
2018-2-20,293,293,-0.68,117,34780.45
2018-2-19,295,295,1.69,28,8212
2018-2-16,290.1,290.1,-2.67,480,142543.5
2018-2-15,298.05,298.05,0.05,46,13710.25
